"bkz";"gkz";"name";"wber";"abg";"ung";"gueltig";"vp";"sp";"fp";"gr";"ne";"so"
407;40703;"Bad Ischl";10650;NA;NA;NA;NA;NA;NA;NA;NA;NA
407;40704;"Ebensee am Traunsee";6004;NA;NA;NA;NA;NA;NA;NA;NA;NA
407;40705;"Gmunden";9496;NA;NA;NA;NA;NA;NA;NA;NA;NA
407;40706;"Gosau";1376;NA;NA;NA;NA;NA;NA;NA;NA;NA
407;40707;"Grünau im Almtal";1610;NA;NA;NA;NA;NA;NA;NA;NA;NA
407;40708;"Gschwandt";2324;NA;NA;NA;NA;NA;NA;NA;NA;NA
407;40709;"Hallstatt";547;NA;NA;NA;NA;NA;NA;NA;NA;NA
407;40710;"Kirchham";1735;NA;NA;NA;NA;NA;NA;NA;NA;NA
407;40711;"Laakirchen";6757;NA;NA;NA;NA;NA;NA;NA;NA;NA
407;40712;"Obertraun";536;440;4;436;102;200;58;21;22;33
407;40713;"Ohlsdorf";4142;NA;NA;NA;NA;NA;NA;NA;NA;NA
407;40714;"Pinsdorf";3071;NA;NA;NA;NA;NA;NA;NA;NA;NA
407;40715;"Roitham am Traunfall";1667;NA;NA;NA;NA;NA;NA;NA;NA;NA
407;40716;"St. Konrad";916;NA;NA;NA;NA;NA;NA;NA;NA;NA
407;40717;"St. Wolfgang im Salzkammergut";2191;NA;NA;NA;NA;NA;NA;NA;NA;NA
407;40718;"Traunkirchen";1365;NA;NA;NA;NA;NA;NA;NA;NA;NA
407;40719;"Scharnstein";3766;NA;NA;NA;NA;NA;NA;NA;NA;NA
407;40720;"Vorchdorf";5943;NA;NA;NA;NA;NA;NA;NA;NA;NA
408;40801;"Aistersheim";733;NA;NA;NA;NA;NA;NA;NA;NA;NA
408;40802;"Bad Schallerbach";3028;NA;NA;NA;NA;NA;NA;NA;NA;NA
408;40804;"Eschenau im Hausruckkreis";877;NA;NA;NA;NA;NA;NA;NA;NA;NA
408;40805;"Gallspach";1826;NA;NA;NA;NA;NA;NA;NA;NA;NA
408;40806;"Gaspoltshofen";2784;NA;NA;NA;NA;NA;NA;NA;NA;NA
408;40807;"Geboltskirchen";1150;NA;NA;NA;NA;NA;NA;NA;NA;NA
408;40808;"Grieskirchen";3521;NA;NA;NA;NA;NA;NA;NA;NA;NA
408;40809;"Haag am Hausruck";1675;NA;NA;NA;NA;NA;NA;NA;NA;NA
408;40810;"Heiligenberg";578;503;11;492;199;40;176;23;26;28
408;40811;"Hofkirchen an der Trattnach";1248;NA;NA;NA;NA;NA;NA;NA;NA;NA
408;40812;"Kallham";2026;NA;NA;NA;NA;NA;NA;NA;NA;NA
408;40813;"Kematen am Innbach";1046;NA;NA;NA;NA;NA;NA;NA;NA;NA
408;40814;"Meggenhofen";1230;NA;NA;NA;NA;NA;NA;NA;NA;NA
408;40815;"Michaelnbach";1048;NA;NA;NA;NA;NA;NA;NA;NA;NA
408;40816;"Natternbach";1859;NA;NA;NA;NA;NA;NA;NA;NA;NA
408;40817;"Neukirchen am Walde";1310;1091;22;1069;359;135;399;55;52;69
408;40818;"Neumarkt im Hausruckkreis";1107;NA;NA;NA;NA;NA;NA;NA;NA;NA
408;40820;"Pötting";460;418;11;407;196;44;103;20;28;16
408;40821;"Pollham";823;NA;NA;NA;NA;NA;NA;NA;NA;NA
408;40822;"Pram";1364;NA;NA;NA;NA;NA;NA;NA;NA;NA
408;40823;"Rottenbach";885;NA;NA;NA;NA;NA;NA;NA;NA;NA
408;40824;"St. Agatha";1776;NA;NA;NA;NA;NA;NA;NA;NA;NA
408;40825;"St. Georgen bei Grieskirchen";1016;NA;NA;NA;NA;NA;NA;NA;NA;NA
408;40826;"St. Thomas";446;NA;NA;NA;NA;NA;NA;NA;NA;NA
408;40827;"Schlüßlberg";2357;NA;NA;NA;NA;NA;NA;NA;NA;NA
408;40828;"Steegen";926;NA;NA;NA;NA;NA;NA;NA;NA;NA
408;40829;"Taufkirchen an der Trattnach";1561;NA;NA;NA;NA;NA;NA;NA;NA;NA
408;40830;"Tollet";767;NA;NA;NA;NA;NA;NA;NA;NA;NA
408;40831;"Waizenkirchen";2971;NA;NA;NA;NA;NA;NA;NA;NA;NA
408;40832;"Wallern an der Trattnach";2390;NA;NA;NA;NA;NA;NA;NA;NA;NA
408;40833;"Weibern";1294;NA;NA;NA;NA;NA;NA;NA;NA;NA
408;40834;"Wendling";711;NA;NA;NA;NA;NA;NA;NA;NA;NA
408;40835;"Peuerbach";3701;NA;NA;NA;NA;NA;NA;NA;NA;NA
409;40901;"Edlbach";497;NA;NA;NA;NA;NA;NA;NA;NA;NA
409;40902;"Grünburg";2833;NA;NA;NA;NA;NA;NA;NA;NA;NA
409;40903;"Hinterstoder";689;NA;NA;NA;NA;NA;NA;NA;NA;NA
409;40904;"Inzersdorf im Kremstal";1507;NA;NA;NA;NA;NA;NA;NA;NA;NA
409;40905;"Kirchdorf an der Krems";3337;NA;NA;NA;NA;NA;NA;NA;NA;NA
409;40906;"Klaus an der Pyhrnbahn";856;NA;NA;NA;NA;NA;NA;NA;NA;NA
409;40907;"Kremsmünster";4646;NA;NA;NA;NA;NA;NA;NA;NA;NA
409;40908;"Micheldorf in Oberösterreich";4506;NA;NA;NA;NA;NA;NA;NA;NA;NA
409;40909;"Molln";2731;NA;NA;NA;NA;NA;NA;NA;NA;NA
409;40910;"Nußbach";1817;NA;NA;NA;NA;NA;NA;NA;NA;NA
409;40911;"Oberschlierbach";367;NA;NA;NA;NA;NA;NA;NA;NA;NA
409;40912;"Pettenbach";4101;NA;NA;NA;NA;NA;NA;NA;NA;NA
409;40913;"Ried im Traunkreis";2226;NA;NA;NA;NA;NA;NA;NA;NA;NA
409;40914;"Rosenau am Hengstpaß";492;413;3;410;110;90;157;13;17;23
409;40915;"Roßleithen";1456;1225;12;1213;390;213;389;70;75;76
409;40916;"St. Pankraz";284;NA;NA;NA;NA;NA;NA;NA;NA;NA
409;40917;"Schlierbach";2230;NA;NA;NA;NA;NA;NA;NA;NA;NA
409;40918;"Spital am Pyhrn";1747;NA;NA;NA;NA;NA;NA;NA;NA;NA
409;40919;"Steinbach am Ziehberg";705;NA;NA;NA;NA;NA;NA;NA;NA;NA
409;40920;"Steinbach an der Steyr";1563;NA;NA;NA;NA;NA;NA;NA;NA;NA
409;40921;"Vorderstoder";661;NA;NA;NA;NA;NA;NA;NA;NA;NA
409;40922;"Wartberg an der Krems";2234;NA;NA;NA;NA;NA;NA;NA;NA;NA
409;40923;"Windischgarsten";1788;1391;10;1381;376;355;358;104;112;76
410;41001;"Allhaming";940;763;13;750;246;117;213;47;89;38
410;41002;"Ansfelden";10909;NA;NA;NA;NA;NA;NA;NA;NA;NA
410;41003;"Asten";4725;NA;NA;NA;NA;NA;NA;NA;NA;NA
410;41004;"Eggendorf im Traunkreis";836;NA;NA;NA;NA;NA;NA;NA;NA;NA
410;41005;"Enns";7700;NA;NA;NA;NA;NA;NA;NA;NA;NA
410;41006;"Hargelsberg";1113;NA;NA;NA;NA;NA;NA;NA;NA;NA
410;41007;"Hörsching";4659;NA;NA;NA;NA;NA;NA;NA;NA;NA
410;41008;"Hofkirchen im Traunkreis";1547;1295;20;1275;314;263;352;117;151;78
410;41009;"Kematen an der Krems";2229;NA;NA;NA;NA;NA;NA;NA;NA;NA
410;41010;"Kirchberg-Thening";2043;NA;NA;NA;NA;NA;NA;NA;NA;NA
410;41011;"Kronstorf";2609;NA;NA;NA;NA;NA;NA;NA;NA;NA
410;41012;"Leonding";20692;NA;NA;NA;NA;NA;NA;NA;NA;NA
410;41013;"St. Florian";5071;NA;NA;NA;NA;NA;NA;NA;NA;NA
410;41014;"Neuhofen an der Krems";4943;NA;NA;NA;NA;NA;NA;NA;NA;NA
410;41015;"Niederneukirchen";1659;NA;NA;NA;NA;NA;NA;NA;NA;NA
410;41016;"Oftering";1653;NA;NA;NA;NA;NA;NA;NA;NA;NA
410;41017;"Pasching";5411;NA;NA;NA;NA;NA;NA;NA;NA;NA
410;41018;"Piberbach";1580;NA;NA;NA;NA;NA;NA;NA;NA;NA
410;41019;"Pucking";3177;NA;NA;NA;NA;NA;NA;NA;NA;NA
410;41020;"St. Marien";3947;NA;NA;NA;NA;NA;NA;NA;NA;NA
410;41021;"Traun";15576;NA;NA;NA;NA;NA;NA;NA;NA;NA
410;41022;"Wilhering";4759;NA;NA;NA;NA;NA;NA;NA;NA;NA
411;41101;"Allerheiligen im Mühlkreis";1056;NA;NA;NA;NA;NA;NA;NA;NA;NA
411;41102;"Arbing";1154;NA;NA;NA;NA;NA;NA;NA;NA;NA
411;41103;"Baumgartenberg";1392;NA;NA;NA;NA;NA;NA;NA;NA;NA
411;41104;"Dimbach";813;NA;NA;NA;NA;NA;NA;NA;NA;NA
411;41105;"Grein";2290;NA;NA;NA;NA;NA;NA;NA;NA;NA
411;41106;"Katsdorf";2566;NA;NA;NA;NA;NA;NA;NA;NA;NA
411;41107;"Klam";796;NA;NA;NA;NA;NA;NA;NA;NA;NA
411;41108;"Bad Kreuzen";1811;NA;NA;NA;NA;NA;NA;NA;NA;NA
411;41109;"Langenstein";1951;1609;16;1593;301;468;499;115;110;100
411;41110;"Luftenberg an der Donau";3366;NA;NA;NA;NA;NA;NA;NA;NA;NA
411;41111;"Mauthausen";3456;NA;NA;NA;NA;NA;NA;NA;NA;NA
411;41112;"Mitterkirchen im Machland";1379;NA;NA;NA;NA;NA;NA;NA;NA;NA
411;41113;"Münzbach";1395;1202;20;1182;442;121;440;50;68;61
411;41114;"Naarn im Machlande";2879;NA;NA;NA;NA;NA;NA;NA;NA;NA
411;41115;"Pabneukirchen";1317;NA;NA;NA;NA;NA;NA;NA;NA;NA
411;41116;"Perg";6503;NA;NA;NA;NA;NA;NA;NA;NA;NA
411;41117;"Rechberg";775;NA;NA;NA;NA;NA;NA;NA;NA;NA
411;41118;"Ried in der Riedmark";3492;NA;NA;NA;NA;NA;NA;NA;NA;NA
411;41119;"St. Georgen am Walde";1629;NA;NA;NA;NA;NA;NA;NA;NA;NA
411;41120;"St. Georgen an der Gusen";3382;NA;NA;NA;NA;NA;NA;NA;NA;NA
411;41121;"St. Nikola an der Donau";542;NA;NA;NA;NA;NA;NA;NA;NA;NA
411;41122;"St. Thomas am Blasenstein";761;649;4;645;278;56;214;22;35;40
411;41123;"Saxen";1309;NA;NA;NA;NA;NA;NA;NA;NA;NA
411;41124;"Schwertberg";3951;NA;NA;NA;NA;NA;NA;NA;NA;NA
411;41125;"Waldhausen im Strudengau";2265;NA;NA;NA;NA;NA;NA;NA;NA;NA
411;41126;"Windhaag bei Perg";1148;NA;NA;NA;NA;NA;NA;NA;NA;NA
412;41201;"Andrichsfurt";603;NA;NA;NA;NA;NA;NA;NA;NA;NA
412;41202;"Antiesenhofen";773;NA;NA;NA;NA;NA;NA;NA;NA;NA
412;41203;"Aurolzmünster";2158;NA;NA;NA;NA;NA;NA;NA;NA;NA
412;41204;"Eberschwang";2720;NA;NA;NA;NA;NA;NA;NA;NA;NA
412;41205;"Eitzing";706;556;4;552;143;87;215;35;43;29
412;41206;"Geiersberg";411;NA;NA;NA;NA;NA;NA;NA;NA;NA
412;41207;"Geinberg";1041;817;11;806;213;120;329;53;48;43
412;41208;"Gurten";910;NA;NA;NA;NA;NA;NA;NA;NA;NA
412;41209;"Hohenzell";1865;1530;22;1508;543;134;435;147;161;88
412;41210;"Kirchdorf am Inn";485;NA;NA;NA;NA;NA;NA;NA;NA;NA
412;41211;"Kirchheim im Innkreis";645;NA;NA;NA;NA;NA;NA;NA;NA;NA
412;41212;"Lambrechten";1064;NA;NA;NA;NA;NA;NA;NA;NA;NA
412;41213;"Lohnsburg am Kobernaußerwald";1740;NA;NA;NA;NA;NA;NA;NA;NA;NA
412;41214;"Mehrnbach";1816;NA;NA;NA;NA;NA;NA;NA;NA;NA
412;41215;"Mettmach";1930;1506;30;1476;388;193;687;45;80;83
412;41216;"Mörschwang";256;NA;NA;NA;NA;NA;NA;NA;NA;NA
412;41217;"Mühlheim am Inn";534;NA;NA;NA;NA;NA;NA;NA;NA;NA
412;41218;"Neuhofen im Innkreis";1944;NA;NA;NA;NA;NA;NA;NA;NA;NA
412;41219;"Obernberg am Inn";1074;NA;NA;NA;NA;NA;NA;NA;NA;NA
412;41220;"Ort im Innkreis";961;NA;NA;NA;NA;NA;NA;NA;NA;NA
412;41221;"Pattigham";801;NA;NA;NA;NA;NA;NA;NA;NA;NA
412;41222;"Peterskirchen";543;458;7;451;189;37;138;22;34;31
412;41223;"Pramet";835;689;10;679;186;90;273;32;59;39
412;41224;"Reichersberg";1163;895;13;882;274;111;320;46;84;47
412;41225;"Ried im Innkreis";7967;NA;NA;NA;NA;NA;NA;NA;NA;NA
412;41226;"St. Georgen bei Obernberg am Inn";435;NA;NA;NA;NA;NA;NA;NA;NA;NA
412;41227;"St. Marienkirchen am Hausruck";708;608;10;598;211;47;209;50;40;41
412;41228;"St. Martin im Innkreis";1374;1043;10;1033;306;132;364;85;80;66
412;41229;"Schildorn";987;NA;NA;NA;NA;NA;NA;NA;NA;NA
412;41230;"Senftenbach";610;485;7;478;140;59;162;25;55;37
412;41231;"Taiskirchen im Innkreis";1915;NA;NA;NA;NA;NA;NA;NA;NA;NA
412;41232;"Tumeltsham";1251;NA;NA;NA;NA;NA;NA;NA;NA;NA
412;41233;"Utzenaich";1240;NA;NA;NA;NA;NA;NA;NA;NA;NA
412;41234;"Waldzell";1801;NA;NA;NA;NA;NA;NA;NA;NA;NA
412;41235;"Weilbach";487;NA;NA;NA;NA;NA;NA;NA;NA;NA
412;41236;"Wippenham";441;384;3;381;102;75;129;23;31;21
413;41304;"Altenfelden";1762;NA;NA;NA;NA;NA;NA;NA;NA;NA
413;41305;"Arnreit";946;810;9;801;318;71;227;74;58;53
413;41306;"Atzesberg";356;NA;NA;NA;NA;NA;NA;NA;NA;NA
413;41307;"Auberg";469;NA;NA;NA;NA;NA;NA;NA;NA;NA
413;41309;"Haslach an der Mühl";2051;NA;NA;NA;NA;NA;NA;NA;NA;NA
413;41311;"Hörbich";328;NA;NA;NA;NA;NA;NA;NA;NA;NA
413;41312;"Hofkirchen im Mühlkreis";1202;964;8;956;328;141;278;79;83;47
413;41313;"Julbach";1239;1015;13;1002;269;215;356;33;67;62
413;41314;"Kirchberg ob der Donau";869;NA;NA;NA;NA;NA;NA;NA;NA;NA
413;41315;"Klaffer am Hochficht";1022;NA;NA;NA;NA;NA;NA;NA;NA;NA
413;41316;"Kleinzell im Mühlkreis";1392;1086;9;1077;332;218;255;103;100;69
413;41317;"Kollerschlag";1195;NA;NA;NA;NA;NA;NA;NA;NA;NA
413;41318;"Lembach im Mühlkreis";1195;926;14;912;295;135;318;49;64;51
413;41319;"Lichtenau im Mühlkreis";394;NA;NA;NA;NA;NA;NA;NA;NA;NA
413;41320;"Nebelberg";497;NA;NA;NA;NA;NA;NA;NA;NA;NA
413;41321;"Neufelden";893;NA;NA;NA;NA;NA;NA;NA;NA;NA
413;41322;"Niederkappel";794;680;16;664;253;48;252;27;31;53
413;41323;"Niederwaldkirchen";1500;1243;18;1225;424;217;326;99;84;75
413;41324;"Oberkappel";516;NA;NA;NA;NA;NA;NA;NA;NA;NA
413;41325;"Oepping";1282;1048;7;1041;354;109;394;55;76;53
413;41326;"Peilstein im Mühlviertel";1252;NA;NA;NA;NA;NA;NA;NA;NA;NA
413;41327;"Pfarrkirchen im Mühlkreis";1119;913;8;905;397;97;249;60;55;47
413;41328;"Putzleinsdorf";1247;1033;25;1008;390;89;324;74;70;61
413;41329;"Neustift im Mühlkreis";1117;901;5;896;407;121;191;61;58;58
413;41331;"St. Johann am Wimberg";839;NA;NA;NA;NA;NA;NA;NA;NA;NA
413;41332;"St. Martin im Mühlkreis";3003;NA;NA;NA;NA;NA;NA;NA;NA;NA
413;41333;"St. Oswald bei Haslach";405;NA;NA;NA;NA;NA;NA;NA;NA;NA
413;41334;"St. Peter am Wimberg";1472;NA;NA;NA;NA;NA;NA;NA;NA;NA
413;41336;"St. Ulrich im Mühlkreis";573;NA;NA;NA;NA;NA;NA;NA;NA;NA
413;41337;"St. Veit im Mühlkreis";1038;NA;NA;NA;NA;NA;NA;NA;NA;NA
413;41338;"Sarleinsbach";1785;1503;32;1471;579;142;462;107;106;75
413;41341;"Schwarzenberg am Böhmerwald";439;NA;NA;NA;NA;NA;NA;NA;NA;NA
413;41342;"Ulrichsberg";2331;NA;NA;NA;NA;NA;NA;NA;NA;NA
413;41343;"Aigen-Schlägl";2551;NA;NA;NA;NA;NA;NA;NA;NA;NA
413;41344;"Rohrbach-Berg";4071;NA;NA;NA;NA;NA;NA;NA;NA;NA
413;41345;"Helfenberg";1208;NA;NA;NA;NA;NA;NA;NA;NA;NA
413;41346;"St. Stefan-Afiesl";890;NA;NA;NA;NA;NA;NA;NA;NA;NA
414;41401;"Altschwendt";563;NA;NA;NA;NA;NA;NA;NA;NA;NA
414;41402;"Andorf";4067;NA;NA;NA;NA;NA;NA;NA;NA;NA
414;41403;"Brunnenthal";1522;NA;NA;NA;NA;NA;NA;NA;NA;NA
414;41404;"Diersbach";1234;NA;NA;NA;NA;NA;NA;NA;NA;NA
414;41405;"Dorf an der Pram";878;NA;NA;NA;NA;NA;NA;NA;NA;NA
414;41406;"Eggerding";1074;NA;NA;NA;NA;NA;NA;NA;NA;NA
414;41407;"Engelhartszell";738;514;1;513;174;64;186;38;16;35
414;41408;"Enzenkirchen";1432;NA;NA;NA;NA;NA;NA;NA;NA;NA
414;41409;"Esternberg";2277;NA;NA;NA;NA;NA;NA;NA;NA;NA
414;41410;"Freinberg";928;NA;NA;NA;NA;NA;NA;NA;NA;NA
414;41411;"Kopfing im Innkreis";1592;NA;NA;NA;NA;NA;NA;NA;NA;NA
414;41412;"Mayrhof";251;230;4;226;104;17;82;8;9;6
414;41413;"Münzkirchen";2036;NA;NA;NA;NA;NA;NA;NA;NA;NA
414;41414;"Raab";1828;NA;NA;NA;NA;NA;NA;NA;NA;NA
414;41415;"Rainbach im Innkreis";1253;NA;NA;NA;NA;NA;NA;NA;NA;NA
414;41416;"Riedau";1527;NA;NA;NA;NA;NA;NA;NA;NA;NA
414;41417;"St. Aegidi";1284;1094;19;1075;445;95;394;45;53;43
414;41418;"St. Florian am Inn";2311;NA;NA;NA;NA;NA;NA;NA;NA;NA
414;41419;"St. Marienkirchen bei Schärding";1469;NA;NA;NA;NA;NA;NA;NA;NA;NA
414;41420;"St. Roman";1433;NA;NA;NA;NA;NA;NA;NA;NA;NA
414;41421;"St. Willibald";910;768;16;752;223;70;326;25;58;50
414;41422;"Schärding";3649;NA;NA;NA;NA;NA;NA;NA;NA;NA
414;41423;"Schardenberg";1671;NA;NA;NA;NA;NA;NA;NA;NA;NA
414;41424;"Sigharting";673;NA;NA;NA;NA;NA;NA;NA;NA;NA
414;41425;"Suben";1011;774;11;763;267;111;236;43;55;51
414;41426;"Taufkirchen an der Pram";2270;NA;NA;NA;NA;NA;NA;NA;NA;NA
414;41427;"Vichtenstein";434;NA;NA;NA;NA;NA;NA;NA;NA;NA
414;41428;"Waldkirchen am Wesen";971;NA;NA;NA;NA;NA;NA;NA;NA;NA
414;41429;"Wernstein am Inn";1166;945;12;933;308;152;313;66;56;38
414;41430;"Zell an der Pram";1548;NA;NA;NA;NA;NA;NA;NA;NA;NA
415;41501;"Adlwang";1617;NA;NA;NA;NA;NA;NA;NA;NA;NA
415;41502;"Aschach an der Steyr";1860;NA;NA;NA;NA;NA;NA;NA;NA;NA
415;41503;"Bad Hall";4222;NA;NA;NA;NA;NA;NA;NA;NA;NA
415;41504;"Dietach";2643;NA;NA;NA;NA;NA;NA;NA;NA;NA
415;41505;"Gaflenz";1532;NA;NA;NA;NA;NA;NA;NA;NA;NA
415;41506;"Garsten";5144;NA;NA;NA;NA;NA;NA;NA;NA;NA
415;41507;"Großraming";2136;NA;NA;NA;NA;NA;NA;NA;NA;NA
415;41508;"Laussa";972;NA;NA;NA;NA;NA;NA;NA;NA;NA
415;41509;"Losenstein";1349;NA;NA;NA;NA;NA;NA;NA;NA;NA
415;41510;"Maria Neustift";1274;1091;10;1081;364;106;427;58;74;52
415;41511;"Pfarrkirchen bei Bad Hall";1836;NA;NA;NA;NA;NA;NA;NA;NA;NA
415;41512;"Reichraming";1380;1156;9;1147;198;386;403;40;53;67
415;41513;"Rohr im Kremstal";1108;NA;NA;NA;NA;NA;NA;NA;NA;NA
415;41514;"St. Ulrich bei Steyr";2560;NA;NA;NA;NA;NA;NA;NA;NA;NA
415;41515;"Schiedlberg";1018;NA;NA;NA;NA;NA;NA;NA;NA;NA
415;41516;"Sierning";7320;NA;NA;NA;NA;NA;NA;NA;NA;NA
415;41517;"Ternberg";2689;NA;NA;NA;NA;NA;NA;NA;NA;NA
415;41518;"Waldneukirchen";1779;NA;NA;NA;NA;NA;NA;NA;NA;NA
415;41521;"Wolfern";2735;NA;NA;NA;NA;NA;NA;NA;NA;NA
415;41522;"Weyer";3131;NA;NA;NA;NA;NA;NA;NA;NA;NA
416;41601;"Alberndorf in der Riedmark";3373;NA;NA;NA;NA;NA;NA;NA;NA;NA
416;41602;"Altenberg bei Linz";3793;NA;NA;NA;NA;NA;NA;NA;NA;NA
416;41603;"Bad Leonfelden";3419;NA;NA;NA;NA;NA;NA;NA;NA;NA
416;41604;"Eidenberg";1719;NA;NA;NA;NA;NA;NA;NA;NA;NA
416;41605;"Engerwitzdorf";7228;NA;NA;NA;NA;NA;NA;NA;NA;NA
416;41606;"Feldkirchen an der Donau";4503;NA;NA;NA;NA;NA;NA;NA;NA;NA
416;41607;"Gallneukirchen";5244;NA;NA;NA;NA;NA;NA;NA;NA;NA
416;41608;"Goldwörth";661;NA;NA;NA;NA;NA;NA;NA;NA;NA
416;41609;"Gramastetten";4089;NA;NA;NA;NA;NA;NA;NA;NA;NA
416;41610;"Haibach im Mühlkreis";774;NA;NA;NA;NA;NA;NA;NA;NA;NA
416;41611;"Hellmonsödt";1897;NA;NA;NA;NA;NA;NA;NA;NA;NA
416;41612;"Herzogsdorf";2227;NA;NA;NA;NA;NA;NA;NA;NA;NA
416;41613;"Kirchschlag bei Linz";1747;NA;NA;NA;NA;NA;NA;NA;NA;NA
416;41614;"Lichtenberg";2325;NA;NA;NA;NA;NA;NA;NA;NA;NA
416;41615;"Oberneukirchen";2612;NA;NA;NA;NA;NA;NA;NA;NA;NA
416;41616;"Ottenschlag im Mühlkreis";450;NA;NA;NA;NA;NA;NA;NA;NA;NA
416;41617;"Ottensheim";3714;NA;NA;NA;NA;NA;NA;NA;NA;NA
416;41618;"Puchenau";3664;NA;NA;NA;NA;NA;NA;NA;NA;NA
416;41619;"Reichenau im Mühlkreis";1070;866;10;856;277;150;234;54;76;65
416;41620;"Reichenthal";1225;NA;NA;NA;NA;NA;NA;NA;NA;NA
416;41621;"St. Gotthard im Mühlkreis";1070;NA;NA;NA;NA;NA;NA;NA;NA;NA
416;41622;"Schenkenfelden";1324;NA;NA;NA;NA;NA;NA;NA;NA;NA
416;41623;"Sonnberg im Mühlkreis";857;NA;NA;NA;NA;NA;NA;NA;NA;NA
416;41624;"Steyregg";3831;NA;NA;NA;NA;NA;NA;NA;NA;NA
416;41626;"Walding";3434;NA;NA;NA;NA;NA;NA;NA;NA;NA
416;41627;"Zwettl an der Rodl";1400;NA;NA;NA;NA;NA;NA;NA;NA;NA
416;41628;"Vorderweißenbach";2190;NA;NA;NA;NA;NA;NA;NA;NA;NA
417;41701;"Ampflwang im Hausruckwald";2452;NA;NA;NA;NA;NA;NA;NA;NA;NA
417;41702;"Attersee am Attersee";1317;NA;NA;NA;NA;NA;NA;NA;NA;NA
417;41703;"Attnang-Puchheim";5398;NA;NA;NA;NA;NA;NA;NA;NA;NA
417;41704;"Atzbach";958;NA;NA;NA;NA;NA;NA;NA;NA;NA
417;41705;"Aurach am Hongar";1460;1206;21;1185;268;257;413;67;92;88
417;41706;"Berg im Attergau";878;NA;NA;NA;NA;NA;NA;NA;NA;NA
417;41707;"Desselbrunn";1475;NA;NA;NA;NA;NA;NA;NA;NA;NA
417;41708;"Fornach";783;NA;NA;NA;NA;NA;NA;NA;NA;NA
417;41709;"Frankenburg am Hausruck";3860;NA;NA;NA;NA;NA;NA;NA;NA;NA
417;41710;"Frankenmarkt";2604;NA;NA;NA;NA;NA;NA;NA;NA;NA
417;41711;"Gampern";2418;NA;NA;NA;NA;NA;NA;NA;NA;NA
417;41712;"Innerschwand am Mondsee";977;NA;NA;NA;NA;NA;NA;NA;NA;NA
417;41713;"Lenzing";3804;NA;NA;NA;NA;NA;NA;NA;NA;NA
417;41714;"Manning";658;NA;NA;NA;NA;NA;NA;NA;NA;NA
417;41715;"Mondsee";2601;NA;NA;NA;NA;NA;NA;NA;NA;NA
417;41716;"Neukirchen an der Vöckla";2075;NA;NA;NA;NA;NA;NA;NA;NA;NA
417;41717;"Niederthalheim";856;NA;NA;NA;NA;NA;NA;NA;NA;NA
417;41718;"Nußdorf am Attersee";892;NA;NA;NA;NA;NA;NA;NA;NA;NA
417;41719;"Oberhofen am Irrsee";1297;NA;NA;NA;NA;NA;NA;NA;NA;NA
417;41720;"Oberndorf bei Schwanenstadt";1063;853;14;839;178;173;319;62;57;50
417;41721;"Oberwang";1413;1123;38;1085;404;66;423;52;61;79
417;41722;"Ottnang am Hausruck";3060;NA;NA;NA;NA;NA;NA;NA;NA;NA
417;41723;"Pfaffing";1245;NA;NA;NA;NA;NA;NA;NA;NA;NA
417;41724;"Pilsbach";525;459;8;451;130;92;118;47;41;23
417;41725;"Pitzenberg";444;369;3;366;106;56;120;33;26;25
417;41726;"Pöndorf";1860;NA;NA;NA;NA;NA;NA;NA;NA;NA
417;41727;"Puchkirchen am Trattberg";811;NA;NA;NA;NA;NA;NA;NA;NA;NA
417;41728;"Pühret";497;NA;NA;NA;NA;NA;NA;NA;NA;NA
417;41729;"Redleiten";422;NA;NA;NA;NA;NA;NA;NA;NA;NA
417;41730;"Redlham";1289;NA;NA;NA;NA;NA;NA;NA;NA;NA
417;41731;"Regau";5186;NA;NA;NA;NA;NA;NA;NA;NA;NA
417;41732;"Rüstorf";1708;1338;20;1318;291;273;453;89;114;98
417;41733;"Rutzenham";226;202;5;197;56;24;60;21;18;18
417;41734;"St. Georgen im Attergau";3361;NA;NA;NA;NA;NA;NA;NA;NA;NA
417;41735;"St. Lorenz";1982;1567;16;1551;524;168;455;145;177;82
417;41736;"Schlatt";1083;822;9;813;237;154;237;69;61;55
417;41737;"Schörfling am Attersee";2762;NA;NA;NA;NA;NA;NA;NA;NA;NA
417;41738;"Schwanenstadt";3057;NA;NA;NA;NA;NA;NA;NA;NA;NA
417;41739;"Seewalchen am Attersee";4575;NA;NA;NA;NA;NA;NA;NA;NA;NA
417;41740;"Steinbach am Attersee";704;581;10;571;224;78;131;46;65;27
417;41741;"Straß im Attergau";1175;NA;NA;NA;NA;NA;NA;NA;NA;NA
417;41742;"Tiefgraben";3101;NA;NA;NA;NA;NA;NA;NA;NA;NA
417;41743;"Timelkam";4470;NA;NA;NA;NA;NA;NA;NA;NA;NA
417;41744;"Ungenach";1158;980;12;968;294;115;310;107;74;68
417;41745;"Unterach am Attersee";1196;NA;NA;NA;NA;NA;NA;NA;NA;NA
417;41746;"Vöcklabruck";8796;NA;NA;NA;NA;NA;NA;NA;NA;NA
417;41747;"Vöcklamarkt";3773;NA;NA;NA;NA;NA;NA;NA;NA;NA
417;41748;"Weißenkirchen im Attergau";746;NA;NA;NA;NA;NA;NA;NA;NA;NA
417;41749;"Weyregg am Attersee";1307;NA;NA;NA;NA;NA;NA;NA;NA;NA
417;41750;"Wolfsegg am Hausruck";1494;1217;19;1198;299;274;352;111;81;81
